id;antecedencia_da_reserva;mes_chegada;dia_chegada;noites_da_estadia;noites_fim_de_semana;hotel_de_praia;regime;adultos;criancas;bebes;ja_cliente;cancelamentos_anteriores;reservas_anteriores_nao_canceladas;alteracoes_da_reserva;total_de_pedidos;tipo_deposito;cancelada
41980;5;January;3;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
41981;5;October;10;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
41994;2;September;13;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
41997;145;May;21;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
41998;35;December;9;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
41999;13;August;4;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42000;136;October;21;4;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit;yes
42001;139;May;8;4;2;no;SC - Self Catering;1;0;0;no;0;0;2;2;No Deposit;no
42008;99;April;25;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42012;184;December;4;3;2;yes;FB - Full Board;2;0;0;no;0;0;1;0;Non Refund;yes
42014;122;April;8;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
42019;179;July;12;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;2;0;1;No Deposit;no
42023;200;July;27;2;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit;no
42027;458;August;26;2;0;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;yes
42032;72;June;13;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
42037;262;July;11;2;0;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;no
42039;33;July;5;2;1;no;BB - Bed & Breakfast;1;0;0;yes;0;8;0;1;No Deposit;no
42055;327;December;31;2;0;no;BB - Bed & Breakfast;2;2;0;no;0;0;2;1;No Deposit;no
42058;1;March;19;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42061;16;February;18;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42063;14;March;7;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42070;95;September;7;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42078;102;June;14;6;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42081;72;June;15;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
42097;36;November;27;4;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
42098;183;June;2;3;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
42100;36;September;17;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42104;58;March;27;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
42108;7;February;27;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42111;119;May;19;3;0;no;HB - Half Board;3;0;0;no;0;0;0;1;No Deposit;no
42114;88;July;31;2;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;yes
42121;83;April;29;6;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42125;368;October;18;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
42129;38;September;27;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;no
42139;28;September;19;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42150;2;September;19;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit;no
42154;5;June;30;3;1;yes;BB - Bed & Breakfast;2;2;0;yes;0;1;0;2;No Deposit;no
42155;35;August;6;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42159;79;July;14;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42164;15;May;29;2;1;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit;no
42165;1;February;23;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
42175;211;July;5;6;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;yes
42176;25;March;18;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42177;202;May;15;6;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42178;245;October;15;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42185;43;July;23;4;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;1;0;No Deposit;no
42186;8;July;26;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42194;174;June;3;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42195;131;March;24;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42199;109;July;5;5;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;2;No Deposit;no
42203;21;January;30;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42209;3;March;16;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42216;18;December;4;6;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42226;33;November;21;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42228;108;August;10;6;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42232;25;November;20;1;0;yes;BB - Bed & Breakfast;2;0;1;no;0;0;1;1;No Deposit;no
42236;246;June;16;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42243;29;March;1;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42246;2;April;27;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
42250;112;July;22;5;2;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42253;266;September;25;4;1;yes;HB - Half Board;2;0;0;no;14;0;0;0;Non Refund;yes
42258;35;September;19;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42260;1;January;5;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;1;No Deposit;no
42261;164;July;8;4;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
42262;2;October;31;1;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
42266;37;February;14;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
42268;132;July;11;4;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;2;2;No Deposit;no
42271;5;March;13;2;1;yes;BB - Bed & Breakfast;1;0;0;yes;0;1;0;0;No Deposit;no
42272;33;September;26;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42275;59;May;6;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42278;2;December;27;2;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
42279;39;March;7;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42280;105;August;29;3;2;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
42281;250;May;22;10;4;yes;HB - Half Board;2;2;0;no;0;0;0;0;No Deposit;yes
42282;80;October;11;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42289;4;March;10;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42290;2;January;29;1;0;yes;BB - Bed & Breakfast;2;0;0;yes;0;2;0;0;No Deposit;yes
42296;2;August;4;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42300;39;December;11;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42306;519;August;25;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42308;181;July;18;7;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;1;2;No Deposit;yes
42309;135;February;26;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42314;345;June;17;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42316;62;May;21;7;2;yes;HB - Half Board;2;2;0;no;0;0;0;0;No Deposit;yes
42318;18;December;3;4;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;2;No Deposit;no
42323;114;August;5;10;4;yes;FB - Full Board;2;1;0;no;0;0;1;0;No Deposit;yes
42326;67;July;29;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42330;1;January;27;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42340;155;November;29;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42341;148;August;25;7;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;no
42345;63;August;22;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42348;73;April;13;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42352;204;June;23;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42357;46;June;27;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42363;52;November;12;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42366;63;April;25;3;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;2;No Deposit;no
42369;264;September;20;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42370;182;May;6;6;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
42377;135;April;16;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42378;16;September;4;1;1;no;SC - Self Catering;2;0;0;no;0;0;1;0;No Deposit;no
42387;117;May;17;7;2;yes;HB - Half Board;2;1;0;no;0;0;0;1;No Deposit;no
42392;157;August;17;9;2;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42393;69;May;15;3;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
42397;68;February;11;2;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42404;129;July;15;6;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;yes
42409;20;September;18;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42411;26;December;19;6;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42412;1;March;28;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42414;26;December;9;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
42417;166;October;6;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;yes
42419;19;January;5;4;2;no;BB - Bed & Breakfast;2;2;0;no;0;0;1;2;No Deposit;yes
42423;6;August;17;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42424;5;September;15;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42426;6;December;6;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42428;67;May;20;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit;no
42429;180;May;18;3;1;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;yes
42432;89;March;10;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;1;2;0;No Deposit;no
42433;119;May;2;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42443;128;July;26;4;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42457;171;July;24;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42458;11;April;9;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42460;193;July;21;9;3;yes;HB - Half Board;2;0;0;no;0;0;1;2;No Deposit;no
42463;324;May;16;4;0;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42467;2;November;14;2;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
42471;46;March;29;4;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;no
42473;121;May;13;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;yes
42485;92;November;19;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit;yes
42493;85;March;1;25;6;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42495;220;March;1;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
42496;406;August;19;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
42497;78;October;16;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42500;43;March;15;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
42501;16;November;19;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42502;16;May;9;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42507;30;May;3;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42510;44;August;8;2;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
42521;159;August;14;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42525;2;August;20;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42527;49;June;25;2;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42531;100;June;20;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42534;13;February;28;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42536;54;May;21;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42537;1;November;4;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42538;4;May;20;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42543;142;June;26;7;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund;yes
42544;23;June;6;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;no
42548;210;August;20;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42555;9;July;28;0;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
42556;19;December;3;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42560;5;July;11;2;1;no;BB - Bed & Breakfast;1;0;0;yes;0;3;0;0;No Deposit;no
42565;170;July;23;3;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit;no
42566;113;April;5;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42567;179;July;3;7;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit;yes
42570;53;May;11;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42582;7;January;3;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42583;289;April;20;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42585;210;June;2;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42591;46;November;26;2;0;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;no
42595;4;February;28;1;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42604;112;April;28;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42606;82;April;4;6;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit;no
42614;220;September;5;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42632;239;May;27;7;2;yes;BB - Bed & Breakfast;2;1;0;no;0;0;2;4;No Deposit;no
42634;137;June;23;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42640;59;July;14;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42641;314;August;27;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
42642;187;May;29;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42643;178;August;2;1;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit;no
42644;7;December;18;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;yes
42646;78;August;16;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42651;8;March;3;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42652;57;May;31;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42657;41;September;14;4;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;0;No Deposit;no
42660;72;March;18;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
42663;195;July;9;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit;no
42664;75;January;10;3;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
42666;23;September;27;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42670;131;September;30;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42671;16;February;26;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42674;98;February;13;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42675;45;August;4;4;2;yes;HB - Half Board;2;1;0;no;0;0;0;0;No Deposit;yes
42677;5;November;7;3;1;no;SC - Self Catering;2;0;0;no;0;0;1;1;No Deposit;no
42678;116;March;21;2;2;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund;yes
42679;26;September;11;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42683;466;July;27;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42686;5;May;10;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42689;1;November;7;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit;no
42690;88;April;16;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42701;446;September;25;4;1;yes;HB - Half Board;2;0;0;no;0;0;1;1;No Deposit;no
42704;2;January;27;1;0;yes;HB - Half Board;2;0;0;no;0;0;2;1;No Deposit;no
42706;366;July;6;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42708;144;July;17;4;2;no;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit;no
42713;69;February;16;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund;yes
42714;43;June;3;5;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;yes
42723;131;August;20;4;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
42724;99;July;26;2;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;yes
42729;166;July;9;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42736;7;July;15;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit;no
42739;219;June;8;2;0;no;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund;yes
42740;3;November;27;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42743;88;April;15;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
42750;387;October;19;7;2;yes;BB - Bed & Breakfast;3;0;0;no;0;0;1;1;No Deposit;no
42752;69;April;5;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42758;1;December;25;0;0;no;BB - Bed & Breakfast;2;0;0;yes;0;0;0;0;No Deposit;no
42762;1;February;23;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42764;46;February;18;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42766;373;July;15;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42767;56;November;12;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42769;309;November;24;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42770;80;May;22;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42772;84;May;4;4;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;yes
42773;4;April;23;1;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit;no
42776;121;July;29;5;2;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit;yes
42779;170;August;19;5;2;yes;HB - Half Board;1;0;0;no;0;0;2;3;No Deposit;no
42780;135;February;26;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42781;3;November;27;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42782;17;February;16;4;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit;yes
42783;30;February;23;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42786;193;July;31;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;yes
42792;27;November;7;3;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
42796;153;February;19;7;2;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;1;No Deposit;no
42799;2;July;5;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42802;273;July;15;2;0;no;BB - Bed & Breakfast;2;0;0;yes;1;0;0;0;No Deposit;yes
42804;179;July;6;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;yes
42809;337;September;17;2;0;no;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund;yes
42822;55;August;6;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42826;11;November;4;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42833;13;May;2;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42840;1;September;22;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42842;1;September;15;3;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit;no
42843;66;July;5;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42852;5;January;21;5;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit;no
42857;79;January;14;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42858;61;March;19;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42870;59;April;4;3;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;no
42874;1;July;5;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
42880;35;October;19;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;2;No Deposit;yes
42882;11;December;12;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42883;133;July;23;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42884;309;November;22;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit;no
42891;1;May;4;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42895;78;January;29;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;3;No Deposit;no
42896;34;February;6;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42898;46;May;31;6;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;2;No Deposit;no
42899;29;March;14;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
42904;277;September;23;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42907;1;March;2;1;0;yes;BB - Bed & Breakfast;3;0;0;no;0;0;0;0;No Deposit;no
42909;80;January;3;4;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit;no
42910;182;June;9;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42915;43;March;21;3;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;1;1;No Deposit;yes
42916;29;March;3;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund;yes
42923;4;April;24;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42924;45;April;9;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;0;No Deposit;yes
42926;135;May;8;5;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42937;153;August;19;6;2;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;2;No Deposit;no
42941;167;January;12;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42945;27;April;8;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit;no
42951;55;April;16;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit;no
42953;101;October;17;1;0;no;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
42955;78;October;29;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;3;No Deposit;no
42962;18;February;27;3;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;no
42964;52;August;30;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;yes
42967;195;July;18;11;3;yes;HB - Half Board;2;1;0;no;0;0;0;0;No Deposit;no
42971;121;August;5;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit;no
42981;2;February;28;3;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit;yes
42983;73;October;27;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;no
42987;163;March;3;21;6;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund;yes
42988;41;March;24;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit;yes
