id;antecedencia_da_reserva;mes_chegada;dia_chegada;noites_da_estadia;noites_fim_de_semana;hotel_de_praia;regime;adultos;criancas;bebes;ja_cliente;cancelamentos_anteriores;reservas_anteriores_nao_canceladas;alteracoes_da_reserva;total_de_pedidos;tipo_deposito
98029;127;December;20;15;4;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98033;4;November;4;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98035;7;May;10;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98038;182;May;6;6;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
98042;64;March;16;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98045;187;August;17;6;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98047;58;March;12;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98058;134;April;20;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98059;314;August;27;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
98062;118;August;2;3;2;no;HB - Half Board;1;0;0;no;0;0;1;0;No Deposit
98070;188;March;25;6;2;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
98081;1;September;22;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98082;169;September;12;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
98087;397;June;24;2;2;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
98090;198;August;17;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98094;1;February;1;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98096;3;July;14;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98097;130;May;14;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
98108;155;August;8;7;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
98109;78;May;16;4;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
98114;223;September;13;2;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98118;6;February;7;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
98119;46;July;4;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98120;237;May;19;4;1;no;HB - Half Board;3;0;0;no;0;0;0;2;No Deposit
98124;252;June;27;4;1;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98131;313;June;25;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98132;72;August;24;4;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98138;153;May;2;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98139;116;August;17;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;1;No Deposit
98142;25;April;13;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98144;30;November;16;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98145;24;July;30;4;2;yes;HB - Half Board;3;0;0;no;0;0;0;3;No Deposit
98149;2;June;9;2;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98157;1;February;8;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98162;86;January;2;3;0;no;SC - Self Catering;1;0;0;no;0;0;2;2;No Deposit
98167;55;April;11;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98173;247;June;2;4;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;3;No Deposit
98174;299;May;9;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98177;151;July;23;6;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98180;3;March;17;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98186;1;January;20;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;0;No Deposit
98188;63;May;15;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98189;420;September;1;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98201;5;March;20;1;1;no;BB - Bed & Breakfast;1;0;0;yes;1;7;0;0;No Deposit
98203;4;July;10;2;1;no;BB - Bed & Breakfast;1;0;0;yes;0;5;0;1;No Deposit
98205;152;January;20;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
98212;60;March;14;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
98220;56;September;28;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98230;63;May;30;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98234;100;July;19;4;1;no;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit
98235;3;October;14;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98236;15;December;10;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98237;45;April;11;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98241;29;March;3;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98246;86;July;22;6;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98247;280;July;24;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit
98258;187;August;21;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98261;60;January;24;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98262;23;September;16;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;3;No Deposit
98266;135;February;26;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98275;419;September;27;3;1;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98282;282;July;26;4;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit
98284;54;December;29;3;0;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
98296;337;September;17;2;0;no;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund
98300;1;August;18;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98302;86;January;5;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit
98305;160;July;5;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98315;135;February;26;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98317;12;October;11;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;4;0;No Deposit
98325;236;November;28;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98328;128;April;27;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98330;53;October;6;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98335;143;October;28;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98343;288;October;16;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;3;0;No Deposit
98345;22;April;13;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;2;0;No Deposit
98349;74;June;7;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
98355;8;January;25;2;0;no;SC - Self Catering;1;0;0;no;0;0;0;0;No Deposit
98356;116;April;27;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98358;136;June;14;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98359;43;October;3;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98360;27;August;21;1;1;yes;BB - Bed & Breakfast;2;1;0;no;0;0;0;1;No Deposit
98361;224;March;4;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98363;94;May;14;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98367;6;March;5;1;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98369;195;July;10;3;2;no;BB - Bed & Breakfast;0;2;0;no;0;0;1;0;No Deposit
98371;103;October;1;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98372;55;September;11;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;5;No Deposit
98374;2;March;1;1;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
98386;57;June;7;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98390;216;June;29;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98391;352;October;4;4;2;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit
98395;194;June;21;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98396;23;February;3;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98397;4;May;27;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98399;140;June;6;5;2;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98400;36;December;6;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98406;266;September;23;4;1;yes;HB - Half Board;2;0;0;no;14;0;0;0;Non Refund
98415;131;September;20;11;3;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98426;324;June;4;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98439;129;May;19;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;0;No Deposit
98440;4;December;26;2;0;yes;BB - Bed & Breakfast;2;0;0;yes;0;1;0;0;No Deposit
98441;72;December;23;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98442;39;January;16;7;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98445;60;February;28;7;2;yes;HB - Half Board;2;0;0;no;0;0;1;1;No Deposit
98461;41;November;8;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit
98462;14;September;13;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;1;No Deposit
98466;110;June;26;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98467;114;January;1;1;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;Non Refund
98468;96;April;19;2;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98471;2;January;18;10;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98474;182;October;15;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98475;171;July;28;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98477;51;March;30;6;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98479;1;May;16;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;0;No Deposit
98483;81;July;8;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98484;3;May;5;4;1;no;SC - Self Catering;2;0;0;no;0;0;1;1;No Deposit
98490;1;January;10;0;0;no;SC - Self Catering;2;0;0;yes;0;0;0;0;No Deposit
98493;18;April;24;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98498;38;October;23;2;1;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98500;259;September;18;2;0;yes;HB - Half Board;2;0;0;no;0;0;1;1;No Deposit
98501;238;June;27;10;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;3;No Deposit
98502;222;October;11;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98503;39;March;9;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98513;139;April;19;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98515;3;July;13;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;1;No Deposit
98520;29;May;18;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98530;179;June;10;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98533;109;May;4;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98535;246;July;5;6;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;Non Refund
98536;87;October;2;3;2;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98539;93;December;31;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit
98544;303;August;14;4;2;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;No Deposit
98549;1;April;14;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98554;1;November;24;2;0;yes;BB - Bed & Breakfast;2;1;1;no;0;0;0;0;No Deposit
98558;88;June;1;3;0;no;HB - Half Board;2;1;0;no;0;0;0;2;No Deposit
98563;267;September;10;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98566;87;January;23;1;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
98569;23;August;31;3;0;no;HB - Half Board;2;2;0;no;0;0;1;0;No Deposit
98578;242;August;12;8;2;yes;HB - Half Board;3;0;0;yes;0;2;0;3;No Deposit
98583;12;July;31;3;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98594;81;May;18;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98595;97;July;28;3;1;yes;HB - Half Board;2;0;0;no;0;0;0;2;No Deposit
98596;223;June;12;7;2;yes;BB - Bed & Breakfast;1;0;0;no;0;0;3;0;No Deposit
98604;172;April;5;4;1;yes;SC - Self Catering;2;0;0;no;0;0;4;0;No Deposit
98609;324;June;4;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98616;66;May;10;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98622;354;August;24;8;2;yes;BB - Bed & Breakfast;3;1;0;no;0;0;0;2;No Deposit
98625;88;April;14;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98630;13;December;6;3;2;yes;BB - Bed & Breakfast;2;2;0;no;1;0;1;0;No Deposit
98635;160;May;5;3;2;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
98637;17;January;28;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98640;67;November;18;4;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;3;No Deposit
98641;246;September;26;1;0;yes;HB - Half Board;2;0;0;no;1;0;0;0;Non Refund
98644;180;September;30;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98649;56;January;20;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98655;147;July;28;3;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
98665;1;January;3;3;1;no;BB - Bed & Breakfast;1;0;0;yes;6;58;0;0;No Deposit
98669;343;September;28;6;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98671;193;June;25;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;0;No Deposit
98683;56;January;28;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98684;7;November;2;2;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
98685;222;August;11;1;0;no;HB - Half Board;1;0;0;no;0;0;0;0;No Deposit
98690;451;July;10;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98692;193;October;20;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98698;85;November;26;2;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
98706;27;April;24;7;2;yes;HB - Half Board;2;0;0;no;0;0;4;2;No Deposit
98711;28;July;26;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98726;50;March;5;3;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit
98729;19;March;18;4;2;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;2;No Deposit
98732;26;December;9;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund
98733;181;October;29;2;0;no;SC - Self Catering;1;0;0;no;0;0;0;0;No Deposit
98735;1;October;30;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98739;140;May;6;4;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98743;156;July;25;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98751;144;April;25;4;2;yes;FB - Full Board;2;0;0;no;0;0;0;0;Non Refund
98753;199;September;10;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
98764;51;March;16;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98774;152;January;20;3;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;1;0;No Deposit
98775;93;April;18;4;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98777;298;August;11;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
98781;28;February;25;3;1;yes;HB - Half Board;2;1;0;no;0;0;0;0;No Deposit
98786;126;December;26;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98792;39;September;8;3;1;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
98801;2;January;3;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98809;1;November;27;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98815;2;July;28;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98824;12;March;14;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98831;79;March;26;1;1;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
98838;71;May;8;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98842;4;November;29;1;1;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98845;480;August;10;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98849;176;June;15;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98852;57;March;27;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98856;1;April;16;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;4;0;No Deposit
98862;307;August;25;3;0;yes;HB - Half Board;3;1;0;no;0;0;0;1;No Deposit
98863;3;October;14;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;2;1;No Deposit
98865;187;April;23;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98866;65;May;18;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;1;1;No Deposit
98870;35;January;17;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98872;136;August;9;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98873;234;June;14;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98874;222;October;11;2;1;yes;HB - Half Board;1;0;0;no;0;0;1;0;No Deposit
98875;93;April;18;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98876;142;July;18;7;2;yes;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
98883;1;December;11;1;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98888;19;May;20;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;3;No Deposit
98890;42;May;1;7;2;yes;HB - Half Board;2;1;0;no;0;0;0;1;No Deposit
98891;181;August;17;7;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
98900;73;April;25;3;2;no;BB - Bed & Breakfast;1;1;0;no;0;0;0;0;No Deposit
98903;97;November;7;7;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98908;35;July;31;5;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98913;163;August;25;7;2;yes;HB - Half Board;3;0;0;no;0;0;0;0;No Deposit
98915;53;September;8;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
98916;6;September;6;1;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;3;No Deposit
98921;254;July;20;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;2;0;No Deposit
98927;1;September;20;1;1;yes;BB - Bed & Breakfast;2;0;0;yes;0;0;0;0;No Deposit
98928;33;February;22;5;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98932;8;February;12;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;1;No Deposit
98936;92;March;5;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98938;60;May;19;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;2;No Deposit
98949;53;February;27;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98952;121;May;12;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98955;68;July;8;2;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98958;2;May;5;2;0;yes;BB - Bed & Breakfast;2;2;0;no;0;0;0;0;No Deposit
98972;2;February;2;1;0;no;BB - Bed & Breakfast;1;0;0;yes;0;3;0;1;No Deposit
98974;133;July;22;1;0;no;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
98976;13;February;28;3;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98977;2;July;28;1;0;no;BB - Bed & Breakfast;1;1;0;no;0;0;1;0;No Deposit
98984;90;December;9;2;1;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;2;No Deposit
98985;1;January;18;1;0;no;SC - Self Catering;2;0;0;yes;0;8;0;0;No Deposit
98986;339;October;8;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
98990;54;March;12;5;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
98992;20;January;9;4;2;no;BB - Bed & Breakfast;2;0;2;no;0;0;1;0;No Deposit
98995;24;September;15;1;0;no;SC - Self Catering;1;0;0;no;0;0;3;1;No Deposit
98997;22;June;7;3;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
98998;297;September;22;4;0;no;HB - Half Board;2;0;0;no;0;0;0;1;No Deposit
99004;284;July;28;2;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
99016;61;July;14;1;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99021;60;May;15;5;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99029;110;March;7;5;1;no;SC - Self Catering;1;0;0;no;0;0;1;0;No Deposit
99030;282;July;24;4;2;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;No Deposit
99031;25;April;23;1;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99033;83;August;6;6;1;no;BB - Bed & Breakfast;3;0;0;no;0;0;0;1;No Deposit
99034;36;February;25;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99037;87;September;25;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99039;81;March;28;4;0;no;SC - Self Catering;1;0;0;no;0;0;1;0;No Deposit
99044;303;May;6;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
99047;2;May;23;2;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99052;175;July;26;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99055;65;March;17;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99058;2;May;23;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
99059;7;May;13;3;2;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
99061;58;March;30;2;0;no;BB - Bed & Breakfast;2;1;0;no;0;0;0;0;No Deposit
99063;138;January;26;2;0;no;BB - Bed & Breakfast;1;0;0;no;1;0;0;0;Non Refund
99069;18;October;6;2;0;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
99080;6;December;20;1;0;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99081;46;January;30;4;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99083;76;March;30;3;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
99092;279;July;23;2;0;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
99096;57;February;1;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
99103;92;August;17;4;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99104;21;July;21;2;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99111;2;August;19;1;0;yes;HB - Half Board;2;1;0;no;0;0;0;1;No Deposit
99121;627;November;6;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
99123;141;November;19;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99128;351;September;30;3;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;Non Refund
99129;46;August;8;5;1;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99131;35;December;15;1;0;no;SC - Self Catering;2;0;0;no;0;0;0;2;No Deposit
99142;5;February;22;1;0;yes;BB - Bed & Breakfast;1;0;0;yes;0;3;0;1;No Deposit
99144;214;August;7;4;1;no;SC - Self Catering;2;0;0;no;0;0;0;0;No Deposit
99157;103;May;31;7;2;yes;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;No Deposit
99162;1;April;11;1;0;no;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
99164;137;July;20;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;1;2;No Deposit
99165;32;June;26;3;2;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99166;606;October;18;3;1;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;0;Non Refund
99171;452;July;13;3;0;no;BB - Bed & Breakfast;2;0;0;no;0;0;0;1;No Deposit
99174;178;March;13;5;0;yes;BB - Bed & Breakfast;1;0;0;no;0;0;0;0;No Deposit
99184;104;February;10;2;0;yes;HB - Half Board;2;0;0;no;0;0;0;0;No Deposit
99194;287;July;29;2;0;no;BB - Bed & Breakfast;2;0;0;yes;1;0;0;0;No Deposit
99196;65;June;19;4;1;no;SC - Self Catering;2;0;0;no;0;0;0;1;No Deposit
99205;291;August;2;4;1;no;BB - Bed & Breakfast;2;0;0;no;1;0;0;0;No Deposit
